identity,expression,filename,dist_ensx_se,dist_ensx_prn,dist_se_prn,dist_se_ls,dist_prn_ls,dist_alL_alR,dist_cheilion_sx_cheilion_dx,dist_ensx_exsx,dist_ensdx_exdx,dist_exsx_exdx,dist_ensx_ensdx,area_ensx_exsx_exdx,area_prn_alL_alR,area_cheilion_sx_cheilion_dx_ls,area_ensx_ensdx_prn,area_se_prn_alL,area_se_prn_alR,volume_ensx_prn_alL_alR,volume_ensx_exsx_exdx_prn,volume_ensx_ensdx_se_prn,volume_exsx_exdx_alL_alR,facial_area,mean_R,mean_G,mean_B,std_R,std_G,std_B,skew_R,skew_G,skew_B,entropy_R,entropy_G,entropy_B,mean_H,mean_S,mean_V,lbp_mean,lbp_std,lbp_entropy
bs025,N,bs025_N_N_0.lm3,0.8907,1.9522,1.1737,2.0369,1.193,1.3342,1.6527,1.2006,1.3807,3.4507,1.0,0.5195,0.7501,0.5645,1.0,0.707,0.8049,3.8445,2.2513,1.0,0.5722,4.346,0.7368150184525414,0.4709430373900602,0.261161287721077,0.2779265994201789,0.2258824012148621,0.1565313461873657,0.0476122147502893,0.2146092316467284,0.2209451400149251,0.4825891708942467,0.3524072722082181,0.3300296799969853,0.0100659664382014,0.9554727831304342,0.7368135981318152,2.775557561562892e-17,0.192784794447383,0.769378317360129
bs025,N,bs025_N_N_0.lm3,0.8907,1.9522,1.1737,2.0369,1.193,1.3342,1.6527,1.2006,1.3807,3.4507,1.0,0.5195,0.7501,0.5645,1.0,0.707,0.8049,3.8445,2.2513,1.0,0.5722,4.346,0.7368150184525414,0.4709430373900602,0.261161287721077,0.2779265994201789,0.2258824012148621,0.1565313461873657,0.0476122147502893,0.2146092316467284,0.2209451400149251,0.4825891708942467,0.3524072722082181,0.3300296799969853,0.0100659664382014,0.9554727831304342,0.7368135981318152,2.775557561562892e-17,0.192784794447383,0.769378317360129
bs026,N,bs026_N_N_0.lm3,0.4461,1.5725,1.1903,1.824,1.0126,1.1227,1.65,1.1074,1.0574,3.1022,1.0,0.489,0.4727,0.7489,1.0,0.6523,0.6596,5.3171,3.0477,1.0,0.2613,4.0225,0.691632307403698,0.4443876037225875,0.231284838556318,0.2658822213288079,0.2624907954920414,0.1671159005780475,0.0705083363055766,0.2663567795590731,0.3111778340690203,0.4480287080547183,0.405473889617741,0.3221721773419945,0.0513033538183432,0.9592379607747336,0.6916310287618078,4.163336342344337e-17,0.1924976778535585,0.7534787361211492
bs026,N,bs026_N_N_0.lm3,0.4461,1.5725,1.1903,1.824,1.0126,1.1227,1.65,1.1074,1.0574,3.1022,1.0,0.489,0.4727,0.7489,1.0,0.6523,0.6596,5.3171,3.0477,1.0,0.2613,4.0225,0.691632307403698,0.4443876037225875,0.231284838556318,0.2658822213288079,0.2624907954920414,0.1671159005780475,0.0705083363055766,0.2663567795590731,0.3111778340690203,0.4480287080547183,0.405473889617741,0.3221721773419945,0.0513033538183432,0.9592379607747336,0.6916310287618078,4.163336342344337e-17,0.1924976778535585,0.7534787361211492
bs026,N,bs026_N_N_0.lm3,0.4461,1.5725,1.1903,1.824,1.0126,1.1227,1.65,1.1074,1.0574,3.1022,1.0,0.489,0.4727,0.7489,1.0,0.6523,0.6596,5.3171,3.0477,1.0,0.2613,4.0225,0.691632307403698,0.4443876037225875,0.231284838556318,0.2658822213288079,0.2624907954920414,0.1671159005780475,0.0705083363055766,0.2663567795590731,0.3111778340690203,0.4480287080547183,0.405473889617741,0.3221721773419945,0.0513033538183432,0.9592379607747336,0.6916310287618078,4.163336342344337e-17,0.1924976778535585,0.7534787361211492
bs026,N,bs026_N_N_0.lm3,0.4461,1.5725,1.1903,1.824,1.0126,1.1227,1.65,1.1074,1.0574,3.1022,1.0,0.489,0.4727,0.7489,1.0,0.6523,0.6596,5.3171,3.0477,1.0,0.2613,4.0225,0.691632307403698,0.4443876037225875,0.231284838556318,0.2658822213288079,0.2624907954920414,0.1671159005780475,0.0705083363055766,0.2663567795590731,0.3111778340690203,0.4480287080547183,0.405473889617741,0.3221721773419945,0.0513033538183432,0.9592379607747336,0.6916310287618078,4.163336342344337e-17,0.1924976778535585,0.7534787361211492
bs027,N,bs027_N_N_0.lm3,0.7184,1.6727,1.0529,1.8524,1.1641,1.2043,1.8852,1.0,1.0125,2.9985,1.0,0.2419,0.7194,0.7791,1.0,0.6777,0.73,3.8098,0.9318,1.0,0.3022,4.1481,0.6937751566405278,0.452620068320116,0.2396648385640631,0.2452091565886904,0.2091665414031357,0.1486519837955415,0.1158643094579287,0.283567041075463,0.3134559671386162,0.5564926970740549,0.4012180365197202,0.3292281165467094,0.0254985929001123,0.961127335763786,0.6937752193756729,1.3877787807814457e-17,0.1633453402460682,0.8263162522236662
bs027,N,bs027_N_N_0.lm3,0.7184,1.6727,1.0529,1.8524,1.1641,1.2043,1.8852,1.0,1.0125,2.9985,1.0,0.2419,0.7194,0.7791,1.0,0.6777,0.73,3.8098,0.9318,1.0,0.3022,4.1481,0.6937751566405278,0.452620068320116,0.2396648385640631,0.2452091565886904,0.2091665414031357,0.1486519837955415,0.1158643094579287,0.283567041075463,0.3134559671386162,0.5564926970740549,0.4012180365197202,0.3292281165467094,0.0254985929001123,0.961127335763786,0.6937752193756729,1.3877787807814457e-17,0.1633453402460682,0.8263162522236662
bs027,N,bs027_N_N_0.lm3,0.7184,1.6727,1.0529,1.8524,1.1641,1.2043,1.8852,1.0,1.0125,2.9985,1.0,0.2419,0.7194,0.7791,1.0,0.6777,0.73,3.8098,0.9318,1.0,0.3022,4.1481,0.6937751566405278,0.452620068320116,0.2396648385640631,0.2452091565886904,0.2091665414031357,0.1486519837955415,0.1158643094579287,0.283567041075463,0.3134559671386162,0.5564926970740549,0.4012180365197202,0.3292281165467094,0.0254985929001123,0.961127335763786,0.6937752193756729,1.3877787807814457e-17,0.1633453402460682,0.8263162522236662
bs027,N,bs027_N_N_0.lm3,0.7184,1.6727,1.0529,1.8524,1.1641,1.2043,1.8852,1.0,1.0125,2.9985,1.0,0.2419,0.7194,0.7791,1.0,0.6777,0.73,3.8098,0.9318,1.0,0.3022,4.1481,0.6937751566405278,0.452620068320116,0.2396648385640631,0.2452091565886904,0.2091665414031357,0.1486519837955415,0.1158643094579287,0.283567041075463,0.3134559671386162,0.5564926970740549,0.4012180365197202,0.3292281165467094,0.0254985929001123,0.961127335763786,0.6937752193756729,1.3877787807814457e-17,0.1633453402460682,0.8263162522236662
bs028,N,bs028_N_N_0.lm3,0.4668,1.7098,1.3294,1.8975,0.898,1.053,1.35,1.0697,1.2288,3.2085,1.0,0.5222,0.527,0.4092,1.0,0.7301,0.7718,4.3652,3.0973,1.0,0.8293,3.9603,0.70557008146502,0.4490756443705913,0.2225578047845024,0.2660731724195054,0.2269226472098998,0.1482913355003566,0.0342321568725026,0.1962451290910765,0.2458583822260776,0.4549402242895999,0.3777249102660036,0.3169214879771023,0.0273173059728038,0.9850641129947346,0.7055699665529284,2.775557561562892e-17,0.0908343554841542,0.8646712225748416
bs028,N,bs028_N_N_0.lm3,0.4668,1.7098,1.3294,1.8975,0.898,1.053,1.35,1.0697,1.2288,3.2085,1.0,0.5222,0.527,0.4092,1.0,0.7301,0.7718,4.3652,3.0973,1.0,0.8293,3.9603,0.70557008146502,0.4490756443705913,0.2225578047845024,0.2660731724195054,0.2269226472098998,0.1482913355003566,0.0342321568725026,0.1962451290910765,0.2458583822260776,0.4549402242895999,0.3777249102660036,0.3169214879771023,0.0273173059728038,0.9850641129947346,0.7055699665529284,2.775557561562892e-17,0.0908343554841542,0.8646712225748416
bs028,N,bs028_N_N_0.lm3,0.4668,1.7098,1.3294,1.8975,0.898,1.053,1.35,1.0697,1.2288,3.2085,1.0,0.5222,0.527,0.4092,1.0,0.7301,0.7718,4.3652,3.0973,1.0,0.8293,3.9603,0.70557008146502,0.4490756443705913,0.2225578047845024,0.2660731724195054,0.2269226472098998,0.1482913355003566,0.0342321568725026,0.1962451290910765,0.2458583822260776,0.4549402242895999,0.3777249102660036,0.3169214879771023,0.0273173059728038,0.9850641129947346,0.7055699665529284,2.775557561562892e-17,0.0908343554841542,0.8646712225748416
bs028,N,bs028_N_N_0.lm3,0.4668,1.7098,1.3294,1.8975,0.898,1.053,1.35,1.0697,1.2288,3.2085,1.0,0.5222,0.527,0.4092,1.0,0.7301,0.7718,4.3652,3.0973,1.0,0.8293,3.9603,0.70557008146502,0.4490756443705913,0.2225578047845024,0.2660731724195054,0.2269226472098998,0.1482913355003566,0.0342321568725026,0.1962451290910765,0.2458583822260776,0.4549402242895999,0.3777249102660036,0.3169214879771023,0.0273173059728038,0.9850641129947346,0.7055699665529284,2.775557561562892e-17,0.0908343554841542,0.8646712225748416
bs029,N,bs029_N_N_0.lm3,0.5117,1.7974,1.4333,2.2755,1.2145,1.3355,1.9137,1.427,1.4323,3.69,1.0,0.9498,0.6269,0.792,1.0,0.6907,1.0405,3.8081,3.9903,1.0,6.9689,5.0999,0.6262490043622816,0.4045159017001367,0.208304071636809,0.2203342294205009,0.2398414875168564,0.1597017166827142,0.1276311788182338,0.3078470781064852,0.3534194662375762,0.4921004606995809,0.388275986568527,0.2924393270161134,0.0642374973317969,0.9585823027012604,0.6262476194931766,2.775557561562892e-17,0.3136383028173997,0.6279109230699866
bs029,N,bs029_N_N_0.lm3,0.5117,1.7974,1.4333,2.2755,1.2145,1.3355,1.9137,1.427,1.4323,3.69,1.0,0.9498,0.6269,0.792,1.0,0.6907,1.0405,3.8081,3.9903,1.0,6.9689,5.0999,0.6262490043622816,0.4045159017001367,0.208304071636809,0.2203342294205009,0.2398414875168564,0.1597017166827142,0.1276311788182338,0.3078470781064852,0.3534194662375762,0.4921004606995809,0.388275986568527,0.2924393270161134,0.0642374973317969,0.9585823027012604,0.6262476194931766,2.775557561562892e-17,0.3136383028173997,0.6279109230699866
bs029,N,bs029_N_N_0.lm3,0.5117,1.7974,1.4333,2.2755,1.2145,1.3355,1.9137,1.427,1.4323,3.69,1.0,0.9498,0.6269,0.792,1.0,0.6907,1.0405,3.8081,3.9903,1.0,6.9689,5.0999,0.6262490043622816,0.4045159017001367,0.208304071636809,0.2203342294205009,0.2398414875168564,0.1597017166827142,0.1276311788182338,0.3078470781064852,0.3534194662375762,0.4921004606995809,0.388275986568527,0.2924393270161134,0.0642374973317969,0.9585823027012604,0.6262476194931766,2.775557561562892e-17,0.3136383028173997,0.6279109230699866
bs029,N,bs029_N_N_0.lm3,0.5117,1.7974,1.4333,2.2755,1.2145,1.3355,1.9137,1.427,1.4323,3.69,1.0,0.9498,0.6269,0.792,1.0,0.6907,1.0405,3.8081,3.9903,1.0,6.9689,5.0999,0.6262490043622816,0.4045159017001367,0.208304071636809,0.2203342294205009,0.2398414875168564,0.1597017166827142,0.1276311788182338,0.3078470781064852,0.3534194662375762,0.4921004606995809,0.388275986568527,0.2924393270161134,0.0642374973317969,0.9585823027012604,0.6262476194931766,2.775557561562892e-17,0.3136383028173997,0.6279109230699866
bs030,N,bs030_N_N_0.lm3,0.3359,1.56,1.3616,2.0356,1.0635,1.157,1.6404,1.0504,1.0647,3.0246,1.0,0.6249,0.5029,0.5119,1.0,0.7408,0.7095,2.8119,2.3045,1.0,3.1033,4.09,0.4412282928664821,0.2805688191240297,0.134263010227763,0.3048311841982731,0.229777180649304,0.1414860839962469,0.1623804552894525,0.2564609412930918,0.2877079283940409,0.5629206704094565,0.4279927778213639,0.3273089538660407,0.0322764706506253,0.9381053540716562,0.4412316230045862,2.775557561562892e-17,0.0717601966202972,0.8854406050714481
bs030,N,bs030_N_N_0.lm3,0.3359,1.56,1.3616,2.0356,1.0635,1.157,1.6404,1.0504,1.0647,3.0246,1.0,0.6249,0.5029,0.5119,1.0,0.7408,0.7095,2.8119,2.3045,1.0,3.1033,4.09,0.4412282928664821,0.2805688191240297,0.134263010227763,0.3048311841982731,0.229777180649304,0.1414860839962469,0.1623804552894525,0.2564609412930918,0.2877079283940409,0.5629206704094565,0.4279927778213639,0.3273089538660407,0.0322764706506253,0.9381053540716562,0.4412316230045862,2.775557561562892e-17,0.0717601966202972,0.8854406050714481
bs030,N,bs030_N_N_0.lm3,0.3359,1.56,1.3616,2.0356,1.0635,1.157,1.6404,1.0504,1.0647,3.0246,1.0,0.6249,0.5029,0.5119,1.0,0.7408,0.7095,2.8119,2.3045,1.0,3.1033,4.09,0.4412282928664821,0.2805688191240297,0.134263010227763,0.3048311841982731,0.229777180649304,0.1414860839962469,0.1623804552894525,0.2564609412930918,0.2877079283940409,0.5629206704094565,0.4279927778213639,0.3273089538660407,0.0322764706506253,0.9381053540716562,0.4412316230045862,2.775557561562892e-17,0.0717601966202972,0.8854406050714481
bs030,N,bs030_N_N_0.lm3,0.3359,1.56,1.3616,2.0356,1.0635,1.157,1.6404,1.0504,1.0647,3.0246,1.0,0.6249,0.5029,0.5119,1.0,0.7408,0.7095,2.8119,2.3045,1.0,3.1033,4.09,0.4412282928664821,0.2805688191240297,0.134263010227763,0.3048311841982731,0.229777180649304,0.1414860839962469,0.1623804552894525,0.2564609412930918,0.2877079283940409,0.5629206704094565,0.4279927778213639,0.3273089538660407,0.0322764706506253,0.9381053540716562,0.4412316230045862,2.775557561562892e-17,0.0717601966202972,0.8854406050714481
bs031,N,bs031_N_N_0.lm3,0.3655,1.4536,1.1467,1.7278,1.0297,0.9778,1.333,0.8926,0.9762,2.7876,1.0,0.4701,0.4484,0.3938,1.0,0.6295,0.6559,8.1401,3.6722,1.0,7.1303,3.5977,0.6944896592422004,0.451940515256066,0.2157176406715525,0.2987710445449407,0.2832311594093543,0.1824210992970572,0.1060440757478941,0.2615875587955242,0.3139548782486107,0.5588396504400679,0.4444796926772887,0.347182117899258,0.0382426291156401,0.9949032611750844,0.6944911755188398,2.775557561562892e-17,0.007211002859182,0.94828834059323
bs031,N,bs031_N_N_0.lm3,0.3655,1.4536,1.1467,1.7278,1.0297,0.9778,1.333,0.8926,0.9762,2.7876,1.0,0.4701,0.4484,0.3938,1.0,0.6295,0.6559,8.1401,3.6722,1.0,7.1303,3.5977,0.6944896592422004,0.451940515256066,0.2157176406715525,0.2987710445449407,0.2832311594093543,0.1824210992970572,0.1060440757478941,0.2615875587955242,0.3139548782486107,0.5588396504400679,0.4444796926772887,0.347182117899258,0.0382426291156401,0.9949032611750844,0.6944911755188398,2.775557561562892e-17,0.007211002859182,0.94828834059323
bs031,N,bs031_N_N_0.lm3,0.3655,1.4536,1.1467,1.7278,1.0297,0.9778,1.333,0.8926,0.9762,2.7876,1.0,0.4701,0.4484,0.3938,1.0,0.6295,0.6559,8.1401,3.6722,1.0,7.1303,3.5977,0.6944896592422004,0.451940515256066,0.2157176406715525,0.2987710445449407,0.2832311594093543,0.1824210992970572,0.1060440757478941,0.2615875587955242,0.3139548782486107,0.5588396504400679,0.4444796926772887,0.347182117899258,0.0382426291156401,0.9949032611750844,0.6944911755188398,2.775557561562892e-17,0.007211002859182,0.94828834059323
bs031,N,bs031_N_N_0.lm3,0.3655,1.4536,1.1467,1.7278,1.0297,0.9778,1.333,0.8926,0.9762,2.7876,1.0,0.4701,0.4484,0.3938,1.0,0.6295,0.6559,8.1401,3.6722,1.0,7.1303,3.5977,0.6944896592422004,0.451940515256066,0.2157176406715525,0.2987710445449407,0.2832311594093543,0.1824210992970572,0.1060440757478941,0.2615875587955242,0.3139548782486107,0.5588396504400679,0.4444796926772887,0.347182117899258,0.0382426291156401,0.9949032611750844,0.6944911755188398,2.775557561562892e-17,0.007211002859182,0.94828834059323
bs032,N,bs032_N_N_0.lm3,0.4543,1.6374,1.3422,1.837,1.0308,1.0098,1.176,0.8315,0.8009,2.5888,1.0,0.2967,0.4905,0.3446,1.0,0.6188,0.7689,2.3117,1.301,1.0,0.7204,3.5195,0.6309992400664771,0.4132133440837431,0.2036591822959937,0.2656324519524849,0.2893875734108649,0.192163892394936,0.1867538601612231,0.3501350210404972,0.3864335480730907,0.5299342882874578,0.3936724913472775,0.2854660982797157,0.0321807384877503,0.9787529545773456,0.6309978434442557,1.3877787807814457e-17,0.2407657266461145,0.6995569672539546
bs032,N,bs032_N_N_0.lm3,0.4543,1.6374,1.3422,1.837,1.0308,1.0098,1.176,0.8315,0.8009,2.5888,1.0,0.2967,0.4905,0.3446,1.0,0.6188,0.7689,2.3117,1.301,1.0,0.7204,3.5195,0.6309992400664771,0.4132133440837431,0.2036591822959937,0.2656324519524849,0.2893875734108649,0.192163892394936,0.1867538601612231,0.3501350210404972,0.3864335480730907,0.5299342882874578,0.3936724913472775,0.2854660982797157,0.0321807384877503,0.9787529545773456,0.6309978434442557,1.3877787807814457e-17,0.2407657266461145,0.6995569672539546
bs032,N,bs032_N_N_0.lm3,0.4543,1.6374,1.3422,1.837,1.0308,1.0098,1.176,0.8315,0.8009,2.5888,1.0,0.2967,0.4905,0.3446,1.0,0.6188,0.7689,2.3117,1.301,1.0,0.7204,3.5195,0.6309992400664771,0.4132133440837431,0.2036591822959937,0.2656324519524849,0.2893875734108649,0.192163892394936,0.1867538601612231,0.3501350210404972,0.3864335480730907,0.5299342882874578,0.3936724913472775,0.2854660982797157,0.0321807384877503,0.9787529545773456,0.6309978434442557,1.3877787807814457e-17,0.2407657266461145,0.6995569672539546
bs032,N,bs032_N_N_0.lm3,0.4543,1.6374,1.3422,1.837,1.0308,1.0098,1.176,0.8315,0.8009,2.5888,1.0,0.2967,0.4905,0.3446,1.0,0.6188,0.7689,2.3117,1.301,1.0,0.7204,3.5195,0.6309992400664771,0.4132133440837431,0.2036591822959937,0.2656324519524849,0.2893875734108649,0.192163892394936,0.1867538601612231,0.3501350210404972,0.3864335480730907,0.5299342882874578,0.3936724913472775,0.2854660982797157,0.0321807384877503,0.9787529545773456,0.6309978434442557,1.3877787807814457e-17,0.2407657266461145,0.6995569672539546
bs033,N,bs033_N_N_0.lm3,0.469,1.5091,1.27,1.7552,0.8171,0.9489,1.2598,0.691,0.754,2.4094,1.0,0.2555,0.4349,0.4014,1.0,0.6248,0.6998,1.9963,0.6909,1.0,0.1729,3.4164,0.3300095659184471,0.1754747789302989,0.06551364272007,0.0,0.0167110013538048,0.0234592843303961,0.076826353143712,0.2333508351922258,0.240622920678929,0.2784277311695611,0.1849474199277883,0.1410819558153238,0.0218023565311487,1.0,0.3300083725590919,1.3877787807814457e-17,0.9999999999999992,0.0
bs033,N,bs033_N_N_1.lm3,0.4141,1.5774,1.39,1.9373,0.9368,1.047,1.3674,0.8387,0.8093,2.6065,1.0,0.3387,0.4578,0.435,1.0,0.5812,0.8305,2.0123,1.0209,1.0,2.2579,3.6432,0.6656667250982548,0.3849099900309226,0.20881333214933,0.3955257274943922,0.1574168058994007,0.0991549506491896,0.0891285965033505,0.0685791724796322,0.0783949542982254,0.6499572067735424,0.4577144569626465,0.3599692077905114,0.0460054852546954,0.9507416907406584,0.6656653298460552,2.775557561562892e-17,0.1389122626783763,0.8945946272402274
bs033,N,bs033_N_N_0.lm3,0.469,1.5091,1.27,1.7552,0.8171,0.9489,1.2598,0.691,0.754,2.4094,1.0,0.2555,0.4349,0.4014,1.0,0.6248,0.6998,1.9963,0.6909,1.0,0.1729,3.4164,0.3300095659184471,0.1754747789302989,0.06551364272007,0.0,0.0167110013538048,0.0234592843303961,0.076826353143712,0.2333508351922258,0.240622920678929,0.2784277311695611,0.1849474199277883,0.1410819558153238,0.0218023565311487,1.0,0.3300083725590919,1.3877787807814457e-17,0.9999999999999992,0.0
bs033,N,bs033_N_N_0.lm3,0.469,1.5091,1.27,1.7552,0.8171,0.9489,1.2598,0.691,0.754,2.4094,1.0,0.2555,0.4349,0.4014,1.0,0.6248,0.6998,1.9963,0.6909,1.0,0.1729,3.4164,0.3300095659184471,0.1754747789302989,0.06551364272007,0.0,0.0167110013538048,0.0234592843303961,0.076826353143712,0.2333508351922258,0.240622920678929,0.2784277311695611,0.1849474199277883,0.1410819558153238,0.0218023565311487,1.0,0.3300083725590919,1.3877787807814457e-17,0.9999999999999992,0.0
bs034,N,bs034_N_N_0.lm3,0.3934,1.4306,1.145,1.5155,0.7907,1.0151,1.3366,0.9517,0.9567,2.7965,1.0,0.6748,0.4579,0.5613,1.0,0.6506,0.5726,2.9089,3.6486,1.0,4.4723,3.9172,0.4787051488688248,0.2840433391514405,0.1297288944887292,0.1267346652395623,0.1420177018074951,0.0986855169518185,0.0969629603736649,0.2760413673065889,0.284860339080306,0.3582607889042033,0.2539668846597953,0.2160339013271319,0.0248054250887818,0.9956469771355838,0.4787041532577253,2.775557561562892e-17,0.3922105926937869,0.5923566629292445
bs034,N,bs034_N_N_1.lm3,0.331,1.4452,1.2349,1.7301,0.919,0.9868,1.4495,0.9569,0.8754,2.7896,1.0,0.4344,0.4557,0.6109,1.0,0.6445,0.7122,3.3382,2.6556,1.0,0.6282,3.8577,0.6785174039655698,0.3949143473124766,0.2095561505085358,0.4459534335186307,0.2072957425677345,0.1261978441475427,0.0682853524431574,0.0597263365690352,0.0672899264738884,0.6184346932478326,0.4569881526866162,0.3660579972536726,0.0288105425632925,0.9571606014219748,0.6785159752536157,2.775557561562892e-17,0.1152457002680753,0.8472092587190936
bs034,N,bs034_N_N_0.lm3,0.3934,1.4306,1.145,1.5155,0.7907,1.0151,1.3366,0.9517,0.9567,2.7965,1.0,0.6748,0.4579,0.5613,1.0,0.6506,0.5726,2.9089,3.6486,1.0,4.4723,3.9172,0.4787051488688248,0.2840433391514405,0.1297288944887292,0.1267346652395623,0.1420177018074951,0.0986855169518185,0.0969629603736649,0.2760413673065889,0.284860339080306,0.3582607889042033,0.2539668846597953,0.2160339013271319,0.0248054250887818,0.9956469771355838,0.4787041532577253,2.775557561562892e-17,0.3922105926937869,0.5923566629292445
bs034,N,bs034_N_N_0.lm3,0.3934,1.4306,1.145,1.5155,0.7907,1.0151,1.3366,0.9517,0.9567,2.7965,1.0,0.6748,0.4579,0.5613,1.0,0.6506,0.5726,2.9089,3.6486,1.0,4.4723,3.9172,0.4787051488688248,0.2840433391514405,0.1297288944887292,0.1267346652395623,0.1420177018074951,0.0986855169518185,0.0969629603736649,0.2760413673065889,0.284860339080306,0.3582607889042033,0.2539668846597953,0.2160339013271319,0.0248054250887818,0.9956469771355838,0.4787041532577253,2.775557561562892e-17,0.3922105926937869,0.5923566629292445
bs035,N,bs035_N_N_0.lm3,0.62,1.6314,1.2817,1.9857,1.0445,1.1307,1.5902,0.9202,1.0159,2.8814,1.0,0.4285,0.6154,0.6057,1.0,0.837,0.768,1.94,0.9293,1.0,0.7863,4.2546,0.4430126733330486,0.2712566109045781,0.1290220906026905,0.2181917643745385,0.1763539171583601,0.1207356352528653,0.1370502957661839,0.2538506242210744,0.2684309235959878,0.5294527186762417,0.3685469907135452,0.3035738409944135,0.0280391421443669,0.9616848453187654,0.4430114036609908,4.163336342344337e-17,0.4182729903101814,0.510046405516352
bs035,N,bs035_N_N_1.lm3,0.6582,1.626,1.153,1.949,1.1463,1.1029,1.7176,0.9844,1.0696,3.0109,1.0,0.3925,0.493,0.6854,1.0,0.5804,0.7185,2.0961,1.3095,1.0,0.9506,3.8698,0.7214346022928716,0.439243983279522,0.2528113842165766,0.5828261745013971,0.2734122710715507,0.1700704219457881,0.1180949291223411,0.0822686799112862,0.0805922961295619,0.7669761104351167,0.541151725235359,0.4427643162876946,0.069884303670022,0.9086247204580544,0.7214412760091388,2.775557561562892e-17,0.1552214265744185,0.8723658866076356
bs035,N,bs035_N_N_0.lm3,0.62,1.6314,1.2817,1.9857,1.0445,1.1307,1.5902,0.9202,1.0159,2.8814,1.0,0.4285,0.6154,0.6057,1.0,0.837,0.768,1.94,0.9293,1.0,0.7863,4.2546,0.4430126733330486,0.2712566109045781,0.1290220906026905,0.2181917643745385,0.1763539171583601,0.1207356352528653,0.1370502957661839,0.2538506242210744,0.2684309235959878,0.5294527186762417,0.3685469907135452,0.3035738409944135,0.0280391421443669,0.9616848453187654,0.4430114036609908,4.163336342344337e-17,0.4182729903101814,0.510046405516352
bs035,N,bs035_N_N_0.lm3,0.62,1.6314,1.2817,1.9857,1.0445,1.1307,1.5902,0.9202,1.0159,2.8814,1.0,0.4285,0.6154,0.6057,1.0,0.837,0.768,1.94,0.9293,1.0,0.7863,4.2546,0.4430126733330486,0.2712566109045781,0.1290220906026905,0.2181917643745385,0.1763539171583601,0.1207356352528653,0.1370502957661839,0.2538506242210744,0.2684309235959878,0.5294527186762417,0.3685469907135452,0.3035738409944135,0.0280391421443669,0.9616848453187654,0.4430114036609908,4.163336342344337e-17,0.4182729903101814,0.510046405516352
bs036,N,bs036_N_N_0.lm3,0.4316,1.3996,1.017,1.7421,0.9271,1.2868,1.5581,0.9198,0.9592,2.7509,1.0,0.7753,0.52,0.6462,1.0,0.4494,0.7641,4.4242,5.1673,1.0,6.1674,4.155,0.029426361673345,0.0265913754396742,0.0056438935492083,0.2482028464080969,0.3265269109274058,0.2165050400348479,0.7040940658043783,0.6131742814521666,0.5984875716765868,0.0,0.0,0.0061195250939738,0.0358284120931495,0.8177046370744931,0.0294266050127263,1.3877787807814457e-17,0.5613223459461656,0.4243236163355881
bs036,N,bs036_N_N_1.lm3,0.5227,1.39,0.9453,1.7563,1.0063,1.3066,1.6505,0.9202,0.933,2.8,1.0,0.4943,0.5259,0.7838,1.0,0.5275,0.6509,3.571,2.1419,1.0,1.0671,3.9824,0.0,0.0,0.0,0.0356685597356427,0.1241132922669133,0.1158522533980086,1.0,1.0,1.0,0.0079192886571966,0.001023290836164,0.0,0.0518040463408732,0.7771406824210019,0.0,2.775557561562892e-17,0.3687794782179461,0.6130741485981837
bs036,N,bs036_N_N_0.lm3,0.4316,1.3996,1.017,1.7421,0.9271,1.2868,1.5581,0.9198,0.9592,2.7509,1.0,0.7753,0.52,0.6462,1.0,0.4494,0.7641,4.4242,5.1673,1.0,6.1674,4.155,0.029426361673345,0.0265913754396742,0.0056438935492083,0.2482028464080969,0.3265269109274058,0.2165050400348479,0.7040940658043783,0.6131742814521666,0.5984875716765868,0.0,0.0,0.0061195250939738,0.0358284120931495,0.8177046370744931,0.0294266050127263,1.3877787807814457e-17,0.5613223459461656,0.4243236163355881
bs036,N,bs036_N_N_0.lm3,0.4316,1.3996,1.017,1.7421,0.9271,1.2868,1.5581,0.9198,0.9592,2.7509,1.0,0.7753,0.52,0.6462,1.0,0.4494,0.7641,4.4242,5.1673,1.0,6.1674,4.155,0.029426361673345,0.0265913754396742,0.0056438935492083,0.2482028464080969,0.3265269109274058,0.2165050400348479,0.7040940658043783,0.6131742814521666,0.5984875716765868,0.0,0.0,0.0061195250939738,0.0358284120931495,0.8177046370744931,0.0294266050127263,1.3877787807814457e-17,0.5613223459461656,0.4243236163355881
bs037,N,bs037_N_N_2.lm3,0.7287,1.7717,1.1445,1.7411,1.0847,1.2091,1.5983,1.1717,1.1277,3.2043,1.0,0.5765,0.5954,0.6116,1.0,0.5758,0.6573,2.8773,1.3364,1.0,0.3538,4.0166,0.8435580283818854,0.5613881201873645,0.3115267917295675,0.3078777141458568,0.2788891036142801,0.170126558285009,0.0763015895910858,0.2344241624437182,0.246243059621233,0.5885460703919296,0.457359286225822,0.3592996928247514,0.0463743281687396,0.9472660960864616,0.8435564882155085,1.3877787807814457e-17,0.243005193106133,0.708865318115862
